246,284,99,150,1
246,284,150,196,1
246,284,199,234,1
246,284,236,263,1
246,284,264,345,1
246,284,347,382,1
246,284,385,452,1
246,284,451,487,1
246,284,490,512,1
246,284,513,540,1
246,284,541,586,1
246,284,588,610,1
246,284,609,682,1
246,284,685,736,2
246,284,737,782,2
246,284,784,847,2
294,332,98,177,3
294,332,180,280,3
294,332,283,371,3
294,332,372,417,3
294,332,418,474,3
294,332,476,510,3
294,332,512,579,3
294,332,578,588,3
294,332,587,617,3
294,332,619,652,3
294,332,652,684,3
294,332,685,726,3
294,332,727,767,3
294,332,768,816,3
294,332,816,834,3
294,332,837,850,3
294,332,850,915,3
342,380,99,141,3
342,380,144,177,3
342,380,180,217,0
342,380,219,280,0
342,380,282,313,0
342,380,314,375,0
342,380,376,464,0
342,380,465,520,0
342,380,521,562,0
342,380,564,597,0
342,380,597,637,0
342,380,636,646,0
342,380,645,675,0
342,380,678,696,0
342,380,697,724,0
342,380,725,784,0
342,380,786,833,0
342,380,833,884,0
390,428,99,177,0
390,428,180,226,0
390,428,229,251,0
390,428,250,279,0
390,428,281,357,0
390,428,360,379,0
390,428,381,408,0
390,428,409,447,0
390,428,449,505,0
390,428,507,560,0
390,428,562,589,0
390,428,591,655,0
390,428,659,706,4
390,428,708,744,4
390,428,746,761,4
390,428,760,796,4
390,428,798,826,4
390,428,829,861,4
390,428,862,880,4
390,428,882,916,4
438,476,98,147,4
438,476,150,210,4
438,476,213,245,5
438,476,245,255,5
438,476,256,318,5
438,476,319,337,5
438,476,339,373,5
438,476,374,402,5
438,476,402,443,5
438,476,445,467,5
438,476,469,489,5
438,476,491,537,5
438,476,538,585,5
438,476,585,654,5
438,476,656,689,5
438,476,689,704,5
438,476,703,716,5
438,476,717,752,5
438,476,755,819,6
438,476,821,831,6
438,476,832,889,6
438,476,890,918,6
486,520,98,127,6
486,520,128,150,6
486,520,151,232,6
486,520,232,305,6
