246,284,98,136,1
246,284,137,188,1
246,284,190,233,1
246,284,234,263,1
246,284,265,306,1
246,284,308,321,1
246,284,321,390,1
246,284,391,440,1
246,284,442,460,1
246,284,462,549,1
246,284,552,584,2
246,284,585,625,2
246,284,627,646,2
246,284,648,675,2
246,284,677,739,2
246,284,740,816,2
246,284,818,836,2
246,284,838,896,2
294,332,97,126,2
294,332,127,179,2
294,332,180,198,2
294,332,200,223,2
294,332,224,269,2
294,332,270,294,2
294,332,294,332,2
294,332,336,362,0
294,332,363,435,0
294,332,437,462,0
294,332,464,486,0
294,332,488,506,0
294,332,508,535,0
294,332,536,615,0
294,332,618,649,0
294,332,650,691,0
294,332,692,739,0
294,332,741,766,0
294,332,768,829,0
294,332,830,859,0
342,380,98,165,0
342,380,166,244,0
342,380,246,277,0
342,380,278,317,0
342,380,316,345,0
342,380,347,377,0
342,380,379,448,0
342,380,449,467,0
342,380,470,554,0
342,380,556,585,0
342,380,587,644,0
342,380,647,692,3
342,380,694,712,3
342,380,713,740,3
342,380,740,791,3
342,380,793,818,3
342,380,820,842,3
342,380,844,862,3
342,380,864,891,3
390,428,97,169,3
390,428,172,310,3
390,428,312,370,3
390,428,373,427,4
390,428,429,454,4
390,428,456,517,4
390,428,518,547,4
390,428,549,660,4
390,428,663,692,4
390,428,694,742,4
390,428,743,839,4
390,428,840,856,4
390,428,858,876,4
438,476,98,162,4
438,476,163,219,4
438,476,222,253,4
438,476,254,314,4
438,476,315,344,4
438,476,345,428,4
