246,284,98,132,1
246,284,133,208,1
246,284,209,253,1
246,284,253,273,1
246,284,275,293,1
246,284,295,329,1
246,284,331,360,1
246,284,361,409,1
246,284,412,434,1
246,284,435,506,1
246,284,507,595,1
246,284,596,620,1
246,284,620,700,1
246,284,703,735,2
246,284,735,772,2
246,284,771,808,2
246,284,810,858,2
294,332,98,162,2
294,332,165,199,3
294,332,199,252,3
294,332,254,270,3
294,332,272,324,3
294,332,326,344,3
294,332,346,375,3
294,332,376,439,3
294,332,440,458,3
294,332,461,492,3
294,332,493,533,3
294,332,535,572,3
294,332,575,612,4
294,332,613,640,4
294,332,642,680,4
294,332,680,722,4
294,332,723,760,4
294,332,763,793,4
294,332,795,817,4
294,332,820,836,4
294,332,839,895,4
342,380,98,147,4
342,380,149,167,4
342,380,168,217,4
342,380,219,252,4
342,380,251,280,4
342,380,280,317,4
342,380,319,353,4
342,380,355,414,4
342,380,415,497,4
342,380,500,544,0
342,380,544,586,0
342,380,586,615,0
342,380,615,670,0
342,380,671,725,0
342,380,726,755,0
342,380,757,807,0
342,380,810,841,0
342,380,842,878,0
390,428,99,162,0
390,428,165,223,0
390,428,225,307,0
390,428,308,332,0
390,428,332,367,0
390,428,368,401,0
390,428,400,437,0
390,428,440,485,0
390,428,486,530,0
390,428,531,594,0
390,428,597,629,0
390,428,631,658,0
390,428,660,700,0
390,428,703,764,0
390,428,767,817,5
390,428,819,858,5
390,428,858,895,5
438,476,97,135,5
438,476,137,169,6
438,476,169,204,6
438,476,205,229,6
438,476,229,322,6
438,476,324,353,6
438,476,355,421,6
438,476,422,441,6
438,476,442,494,6
438,476,495,536,6
438,476,538,588,6
438,476,591,664,7
438,476,665,683,7
438,476,686,786,7
438,476,788,817,7
438,476,818,916,7
486,524,98,179,7
486,524,179,234,7
486,524,233,239,7
486,524,242,315,7
486,524,318,397,7
486,524,399,479,7
486,524,482,532,8
486,524,533,571,8
486,524,572,601,8
486,524,603,634,8
486,524,637,687,9
486,524,689,728,9
486,524,727,756,9
486,524,756,794,9
