246,284,98,146,1
246,284,148,158,1
246,284,160,202,1
246,284,203,243,1
246,284,244,285,1
246,284,287,300,1
246,284,301,362,1
246,284,364,423,1
246,284,426,451,2
246,284,452,485,2
246,284,486,534,2
246,284,534,575,2
246,284,576,628,2
246,284,630,640,2
246,284,640,684,2
246,284,684,702,2
246,284,704,777,2
246,284,780,790,3
246,284,789,824,3
246,284,825,873,3
294,332,98,169,3
294,332,170,211,3
294,332,212,285,3
294,332,288,298,4
294,332,299,328,4
294,332,328,378,4
294,332,379,428,4
294,332,430,459,4
294,332,459,469,4
294,332,471,527,4
294,332,528,546,4
294,332,548,576,4
294,332,576,629,4
294,332,630,673,4
294,332,676,707,4
294,332,709,757,4
294,332,757,805,4
294,332,807,830,4
294,332,832,860,4
342,380,99,165,5
342,380,168,178,5
342,380,180,209,5
342,380,209,253,5
342,380,253,271,5
342,380,273,354,5
342,380,357,481,5
342,380,482,562,5
342,380,561,601,5
342,380,602,630,5
342,380,631,678,5
342,380,680,690,5
342,380,689,724,5
342,380,724,772,5
342,380,773,802,5
342,380,803,824,5
342,380,826,875,5
390,428,99,158,5
390,428,161,198,6
390,428,200,247,6
390,428,249,279,6
390,428,279,289,6
390,428,290,328,6
390,428,330,387,6
390,428,388,472,6
390,428,476,499,0
390,428,500,533,0
390,428,535,565,0
390,428,567,632,0
390,428,633,672,0
390,428,673,733,0
390,428,734,744,0
390,428,744,780,0
390,428,781,828,0
390,428,829,908,0
438,476,98,139,0
438,476,138,190,0
438,476,191,209,0
438,476,212,260,0
438,476,261,288,0
438,476,289,307,0
438,476,310,358,0
438,476,360,378,0
438,476,378,405,0
438,476,406,445,0
438,476,447,573,0
438,476,576,619,7
438,476,619,652,7
438,476,654,684,7
438,476,686,751,7
438,476,752,791,7
438,476,792,837,7
438,476,837,847,7
438,476,847,883,7
438,476,885,903,7
486,524,99,142,7
486,524,143,176,7
486,524,176,203,7
486,524,204,243,7
486,524,245,369,7
486,524,370,434,7
486,524,436,475,7
486,524,477,506,7
486,524,506,534,7
486,524,534,552,7
486,524,554,576,7
486,524,578,624,7
486,524,624,664,7
486,524,666,679,7
486,524,680,739,7
486,524,742,752,8
486,524,752,807,8
486,524,808,859,8
486,524,860,893,8
486,524,894,912,8
534,572,98,126,8
534,572,127,140,8
534,572,140,223,8
534,572,224,284,8
